employee_id,full_name,current_role,current_grade,target_role,target_grade,target_source,skill_id,skill_name,skill_type,category,current_level,required_level,gap,critical
E0014,Yulia Kuznetsova,HR Business Partner,Lead,Product Manager,Lead,career_goal,SK_SQL,SQL,hard,engineering,0,2,2,False
E0014,Yulia Kuznetsova,HR Business Partner,Lead,Product Manager,Lead,career_goal,SK_AB_TESTING,A/B Testing,hard,data,0,3,3,False
E0014,Yulia Kuznetsova,HR Business Partner,Lead,Product Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,3,5,2,False
E0014,Yulia Kuznetsova,HR Business Partner,Lead,Product Manager,Lead,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,2,4,2,False
E0014,Yulia Kuznetsova,HR Business Partner,Lead,Product Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,2,4,2,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_JAVASCRIPT,JavaScript,hard,frontend,2,4,2,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_TYPESCRIPT,TypeScript,hard,frontend,2,4,2,True
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_REACT,React,hard,frontend,2,4,2,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_HTML_CSS,HTML & CSS,hard,frontend,2,4,2,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_WEB_PERFORMANCE,Web Performance,hard,frontend,2,4,2,True
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_ACCESSIBILITY,Web Accessibility,hard,frontend,2,3,1,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_API_DESIGN,API Design,hard,engineering,1,2,1,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_CICD,CI/CD,hard,engineering,1,2,1,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_TEAMWORK,Teamwork,soft,collaboration,2,3,1,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,2,4,2,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_MENTORING,Mentoring,soft,leadership,0,3,3,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,1,2,1,False
E0015,Zhanna Akhmetova,Frontend Engineer,Middle,Frontend Engineer,Senior,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,0,2,2,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_PYTHON,Python,hard,engineering,1,3,2,True
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_API_DESIGN,API Design,hard,engineering,1,3,2,True
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_SYSTEM_DESIGN,System Design,hard,engineering,0,2,2,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_CLOUD,Cloud Platforms,hard,engineering,1,2,1,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_CICD,CI/CD,hard,engineering,1,2,1,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_APP_SECURITY,Application Security,hard,engineering,0,2,2,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_COMMUNICATION,Communication,soft,communication,1,3,2,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_TEAMWORK,Teamwork,soft,collaboration,0,3,3,False
E0016,Assel Omarova,Backend Engineer,Junior,Backend Engineer,Middle,career_goal,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,2,3,1,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_ROADMAPPING,Roadmapping & Prioritization,hard,product,3,4,1,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_UX_RESEARCH,UX Research,hard,product,2,4,2,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_AGILE,Agile Practices,hard,product,2,4,2,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_PROJECT_MGMT,Project Management,hard,product,3,4,1,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_AB_TESTING,A/B Testing,hard,data,1,3,2,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_COMMUNICATION,Communication,soft,communication,4,5,1,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,3,5,2,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,1,4,3,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,3,4,1,False
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,1,4,3,True
E0017,Kamila Bekova,Product Manager,Senior,Product Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,1,4,3,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_CUSTOMER_SERVICE,Customer Service,hard,support,1,3,2,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_TROUBLESHOOTING,Technical Troubleshooting,hard,support,1,2,1,True
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,2,3,1,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_CRM,CRM Systems,hard,sales,0,2,2,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_CONFLICT_RESOLUTION,Conflict Resolution,soft,leadership,1,2,1,True
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_TIME_MANAGEMENT,Time Management,soft,personal_effectiveness,2,3,1,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_ADAPTABILITY,Adaptability,soft,personal_effectiveness,1,2,1,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,1,2,1,False
E0018,Yerzhan Seitkali,Customer Support Specialist,Junior,Customer Support Specialist,Middle,career_goal,SK_MENTORING,Mentoring,soft,leadership,0,1,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_JAVASCRIPT,JavaScript,hard,frontend,1,3,2,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_TYPESCRIPT,TypeScript,hard,frontend,1,3,2,True
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_REACT,React,hard,frontend,1,3,2,True
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_HTML_CSS,HTML & CSS,hard,frontend,1,3,2,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_WEB_PERFORMANCE,Web Performance,hard,frontend,1,2,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_API_DESIGN,API Design,hard,engineering,0,1,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_COMMUNICATION,Communication,soft,communication,1,3,2,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_TEAMWORK,Teamwork,soft,collaboration,2,3,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,2,3,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_MENTORING,Mentoring,soft,leadership,0,1,1,False
E0019,Anna Pavlova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,1,1,False
E0020,Rustem Mukanov,Product Manager,Junior,Data Analyst,Junior,career_goal,SK_SQL,SQL,hard,engineering,1,2,1,True
E0020,Rustem Mukanov,Product Manager,Junior,Data Analyst,Junior,career_goal,SK_PYTHON,Python,hard,engineering,0,1,1,False
E0020,Rustem Mukanov,Product Manager,Junior,Data Analyst,Junior,career_goal,SK_STATISTICS,Statistics,hard,data,0,1,1,False
